"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00472425","2018-08-20","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  189",",,7",,,,,,
"USC00472425","2018-08-21","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  217",",,7","  150",",,7",,,,,,
"USC00472425","2018-08-22","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  122",",,7",,,,,,
"USC00472425","2018-08-23","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  117",",,7",,,,,,
"USC00472425","2018-08-24","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","  226",",,7,2400","    0",",,7,2400","    0",",,7,2400","  211",",,7","  172",",,7",,,,,,
"USC00472425","2018-08-25","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  178",",,7",,,,,,
"USC00472425","2018-08-26","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","  147",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  172",",,7",,,,,,
"USC00472425","2018-08-27","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","  231",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  206",",,7",,,,,,
"USC00472425","2018-08-28","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   10",",,7,2400","    0",",,7,2400","    0",",,7,2400","  206",",,7","  144",",,7",,,,,,
"USC00472425","2018-08-29","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  206",",,7","  122",",,7",,,,,,
"USC00472425","2018-08-30","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  233",",,7","   94",",,7",,,,,,
"USC00472425","2018-08-31","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  183",",,7",,,,,,
"USC00472425","2018-09-01","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   56",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  211",",,7",,,,,,
"USC00472425","2018-09-02","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  189",",,7",,,,,,
"USC00472425","2018-09-03","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","  178",",,7",,,,,,
"USC00472425","2018-09-04","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","  836",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","  200",",,7",,,,,,
"USC00472425","2018-09-05","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   56",",,7,2400","    0",",,7,2400","    0",",,7,2400","  206",",,7","  133",",,7",,,,,,
"USC00472425","2018-09-06","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  233",",,7","   94",",,7",,,,,,
"USC00472425","2018-09-07","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","  111",",,7",,,,,,
"USC00472425","2018-09-08","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","  111",",,7",,,,,,
"USC00472425","2018-09-09","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","   89",",,7",,,,,,
"USC00472425","2018-09-10","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","   83",",,7",,,,,,
"USC00472425","2018-09-11","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  144",",,7",,,,,,
"USC00472425","2018-09-12","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  156",",,7",,,,,,
"USC00472425","2018-09-13","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  167",",,7",,,,,,
"USC00472425","2018-09-14","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  183",",,7",,,,,,
"USC00472425","2018-09-15","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  206",",,7",,,,,,
"USC00472425","2018-09-16","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  206",",,7",,,,,,
"USC00472425","2018-09-17","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  161",",,7",,,,,,
"USC00472425","2018-09-18","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  206",",,7","  161",",,7",,,,,,
"USC00472425","2018-09-19","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   48",",,7,2400","    0",",,7,2400","    0",",,7,2400","  194",",,7","  156",",,7",,,,,,
"USC00472425","2018-09-20","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","  196",",,7,2400","    0",",,7,2400","    0",",,7,2400","  217",",,7","  161",",,7",,,,,,
"USC00472425","2018-09-21","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  206",",,7","   61",",,7",,,,,,
"USC00472425","2018-09-22","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  183",",,7","   33",",,7",,,,,,
"USC00472425","2018-09-23","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","   89",",,7",,,,,,
"USC00472425","2018-09-24","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","  111",",,7",,,,,,
"USC00472425","2018-09-25","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  194",",,7","   94",",,7",,,,,,
"USC00472425","2018-09-26","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  161",",,7","   61",",,7",,,,,,
"USC00472425","2018-09-27","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  167",",,7","  106",",,7",,,,,,
"USC00472425","2018-09-28","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  128",",,7","   50",",,7",,,,,,
"USC00472425","2018-09-29","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   78",",,7","    0",",,7",,,,,,
"USC00472425","2018-09-30","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  111",",,7","   61",",,7",,,,,,
"USC00472425","2018-10-01","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","  124",",,7,2400","    0",",,7,2400","    0",",,7,2400","   94",",,7","   72",",,7",,,,,,
"USC00472425","2018-10-02","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  128",",,7","   83",",,7",,,,,,
"USC00472425","2018-10-03","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","  173",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","   89",",,7",,,,,,
"USC00472425","2018-10-04","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   36",",,7,2400","    0",",,7,2400","    0",",,7,2400","   89",",,7","   28",",,7",,,,,,
"USC00472425","2018-10-05","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   97",",,7,2400","    0",",,7,2400","    0",",,7,2400","   94",",,7","   61",",,7",,,,,,
"USC00472425","2018-10-06","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","   94",",,7","   72",",,7",,,,,,
"USC00472425","2018-10-07","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   20",",,7,2400","    0",",,7,2400","    0",",,7,2400","  100",",,7","   72",",,7",,,,,,
"USC00472425","2018-10-08","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","  147",",,7,2400","    0",",,7,2400","    0",",,7,2400","  139",",,7","   78",",,7",,,,,,
"USC00472425","2018-10-09","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","  328",",,7,2400","    0",",,7,2400","    0",",,7,2400","  122",",,7","   89",",,7",,,,,,
"USC00472425","2018-10-10","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","  259",",,7,2400","    0",",,7,2400","    0",",,7,2400","  156",",,7","   56",",,7",,,,,,
"USC00472425","2018-10-11","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    3",",,7,2400","    0","T,,7,2400","    0",",,7,2400","   56",",,7","   11",",,7",,,,,,
"USC00472425","2018-10-12","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   50",",,7","  -17",",,7",,,,,,
"USC00472425","2018-10-13","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  128",",,7","  -22",",,7",,,,,,
"USC00472425","2018-10-14","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   41",",,7,2400","   13",",,7,2400","    0",",,7,2400","   83",",,7","    6",",,7",,,,,,
"USC00472425","2018-10-15","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   67",",,7","    0",",,7",,,,,,
"USC00472425","2018-10-16","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  133",",,7","   39",",,7",,,,,,
"USC00472425","2018-10-17","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   94",",,7","  -17",",,7",,,,,,
"USC00472425","2018-10-18","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  128",",,7","  -28",",,7",,,,,,
"USC00472425","2018-10-19","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   13",",,7,2400","    0",",,7,2400","    0",",,7,2400","  183",",,7","   94",",,7",,,,,,
"USC00472425","2018-10-20","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   94",",,7","  -28",",,7",,,,,,
"USC00472425","2018-10-21","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  122",",,7","  -50",",,7",,,,,,
"USC00472425","2018-10-22","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  156",",,7","  -28",",,7",,,,,,
"USC00472425","2018-10-23","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   89",",,7","   -6",",,7",,,,,,
"USC00472425","2018-10-24","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   67",",,7","   39",",,7",,,,,,
"USC00472425","2018-10-25","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  111",",,7","   39",",,7",,,,,,
"USC00472425","2018-10-26","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  111",",,7","   50",",,7",,,,,,
"USC00472425","2018-10-27","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   30",",,7,2400","    0",",,7,2400","    0",",,7,2400","   83",",,7","   56",",,7",,,,,,
"USC00472425","2018-10-28","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   76",",,7,2400","    0",",,7,2400","    0",",,7,2400","  106",",,7","   67",",,7",,,,,,
"USC00472425","2018-10-29","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","   89",",,7","   28",",,7",,,,,,
"USC00472425","2018-10-30","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  111",",,7","   50",",,7",,,,,,
"USC00472425","2018-10-31","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  117",",,7","   17",",,7",,,,,,
"USC00472425","2018-11-01","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  100",",,7","  -11",",,7",,,,,,
"USC00472425","2018-11-02","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   78",",,7","  -22",",,7",,,,,,
"USC00472425","2018-11-03","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","   78",",,7","    6",",,7",,,,,,
"USC00472425","2018-11-04","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","  211",",,7,2400","   18",",,7,2400","    0",",,7,2400","   44",",,7","    6",",,7",,,,,,
"USC00472425","2018-11-05","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   41",",,7,2400","    0","T,,7,2400","    0",",,7,2400","   72",",,7","   22",",,7",,,,,,
"USC00472425","2018-11-06","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   86",",,7,2400","    0","T,,7,2400","    0",",,7,2400","   56",",,7","   -6",",,7",,,,,,
"USC00472425","2018-11-07","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","    6",",,7","  -33",",,7",,,,,,
"USC00472425","2018-11-08","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","  -28",",,7","  -39",",,7",,,,,,
"USC00472425","2018-11-09","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","   25",",,7,2400","   33",",,7,2400","   25",",,7,2400","  -39",",,7","  -83",",,7",,,,,,
"USC00472425","2018-11-10","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0","T,,7,2400","    0","T,,7,2400","   25",",,7,2400","  -56",",,7"," -122",",,7",,,,,,
"USC00472425","2018-11-11","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0","T,,7,2400","    0","T,,7,2400","   25",",,7,2400","   -6",",,7","  -56",",,7",,,,,,
"USC00472425","2018-11-12","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","   25",",,7,2400","  -50",",,7","  -83",",,7",,,,,,
"USC00472425","2018-11-13","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","   25",",,7,2400","  -83",",,7"," -128",",,7",,,,,,
"USC00472425","2018-11-14","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","   25",",,7,2400","   33",",,7"," -128",",,7",,,,,,
"USC00472425","2018-11-15","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    8",",,7,2400","    0","T,,7,2400","   25",",,7,2400","   56",",,7","  -33",",,7",,,,,,
"USC00472425","2018-11-16","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    5",",,7,2400","    0","T,,7,2400","    0","T,,7,2400","   17",",,7","  -22",",,7",,,,,,
"USC00472425","2018-11-17","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0","T,,7,2400","    0","T,,7,2400","    0","T,,7,2400","  -22",",,7"," -106",",,7",,,,,,
"USC00472425","2018-11-18","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0",",,7,2400","    0",",,7,2400","    0","T,,7,2400","  -22",",,7"," -122",",,7",,,,,,
"USC00472425","2018-11-19","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0","T,,7,2400","   13",",,7,2400","    0","T,,7,2400","  -22",",,7","  -61",",,7",,,,,,
"USC00472425","2018-11-20","44.7878","-91.5165","268.2","EAU CLAIRE 3 SW, WI US","    0","T,,7,2400","    0","T,,7,2400","    0","T,,7,2400","  -17",",,7","  -78",",,7",,,,,,
