"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00053868","2018-07-16","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   69",",,W,2400",,,,,"  317",",,W","  244",",,W","    4",",,W",,,,,,,,,"  270",",,W","  270",",,W",,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-17","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"  317",",,W","  228",",,W","   10",",,W",,,,,,,,,"  100",",,W","   80",",,W",,,"   40",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-18","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  322",",,W","  211",",,W","    8",",,W",,,,,,,,,"   70",",,W","   90",",,W",,,"   40",",,W","   67",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-19","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  333",",,W","  189",",,W","   10",",,W",,,,,,,,,"  280",",,W","  190",",,W",,,"   40",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-20","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  254",",,W,2400",,,,,"  322",",,W","  206",",,W","   17",",,W",,,,,,,,,"  310",",,W","  310",",,W",,,"   63",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-21","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  168",",,W,2400",,,,,"  306",",,W","  183",",,W","   17",",,W",,,,,,,,,"  360",",,W","  330",",,W",,,"   67",",,W","  134",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-22","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   91",",,W,2400",,,,,"  267",",,W","  206",",,W","   13",",,W",,,,,,,,,"  260",",,W","  190",",,W",,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-23","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   10",",,W,2400","    0",",,H","    0",",,H","  300",",,W","  200",",,W","    6",",,W",,,,,,,,,"  320",",,W","   50",",,W",,,"   36",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-24","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  289",",,W","  206",",,W","    5",",,W",,,,,,,,,"   90",",,W","   80",",,W",,,"   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-25","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  200",",,W","    5",",,W",,,,,,,,,"  310",",,W","  320",",,W",,,"   45",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-26","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  322",",,W","  178",",,W","    7",",,W",,,,,,,,,"  270",",,W","  190",",,W",,,"   36",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-27","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  194",",,W","    8",",,W",,,,,,,,,"  250",",,W","  280",",,W",,,"   40",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-28","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  300",",,W","  167",",,W","    4",",,W",,,,,,,,,"  360",",,W","   80",",,W",,,"   31",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-29","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  189",",,W","    5",",,W",,,,,,,,,"   80",",,W","   80",",,W",,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-30","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  211",",,W","    8",",,W",,,,,,,,,"  160",",,W","  260",",,W",,,"   36",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-07-31","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   10",",,W,2400",,,,,"  294",",,W","  211",",,W","   12",",,W",,,,,,,,,"  160",",,W","  210",",,W",,,"   40",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053868","2018-08-01","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  104",",,W,2400",,,,,"  228",",,W","  200",",,W","   10",",,W",,,,,,,,,"  260",",,W","  260",",,W",,,"   36",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-02","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   36",",,W,2400",,,,,"  239",",,W","  194",",,W","    5",",,W",,,,,,,,,"   80",",,W","   90",",,W",,,"   27",",,W","   40",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-03","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"  306",",,W","  206",",,W","    5",",,W",,,,,,,,,"   90",",,W","   90",",,W",,,"   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-04","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  322",",,W","  200",",,W","    4",",,W",,,,,,,,,"  170",",,W","  160",",,W",,,"   31",",,W","   45",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-05","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  317",",,W","  211",",,W","    5",",,W",,,,,,,,,"  320",",,W","  290",",,W",,,"   36",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-06","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"  328",",,W","  217",",,W","    3",",,W",,,,,,,,,"  260",",,W","  260",",,W",,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-07","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   28",",,W,2400",,,,,"  328",",,W","  222",",,W","    5",",,W",,,,,,,,,"  240",",,W","  280",",,W",,,"   40",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-08","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   18",",,W,2400",,,,,"  306",",,W","  222",",,W","   11",",,W",,,,,,,,,"  260",",,W","  260",",,W",,,"   72",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-09","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   15",",,W,2400",,,,,"  300",",,W","  217",",,W","    9",",,W",,,,,,,,,"  280",",,W","  270",",,W",,,"   45",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-10","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  183",",,W,2400",,,,,"  300",",,W","  211",",,W","    7",",,W",,,,,,,,,"  270",",,W","  260",",,W",,,"   31",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-11","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  322",",,W","  211",",,W","    7",",,W",,,,,,,,,"  270",",,W","  290",",,W",,,"   27",",,W","   40",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-12","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"  322",",,W","  211",",,W","    6",",,W",,,,,,,,,"  310",",,W","  290",",,W",,,"   36",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-13","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  311",",,W","  194",",,W","    6",",,W",,,,,,,,,"  130",",,W","   60",",,W",,,"   31",",,W","   45",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-14","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  311",",,W","  183",",,W","    5",",,W",,,,,,,,,"  250",",,W","  200",",,W",,,"   27",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-15","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"  306",",,W","  194",",,W","    3",",,W",,,,,,,,,"  270",",,W","  290",",,W",,,"   31",",,W","   45",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-16","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   30",",,W,2400",,,,,"  333",",,W","  206",",,W","   10",",,W",,,,,,,,,"  250",",,W","  260",",,W",,,"   58",",,W","  107",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-17","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   23",",,W,2400",,,,,"  300",",,W","  217",",,W","   13",",,W",,,,,,,,,"  260",",,W","  220",",,W",,,"   54",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-18","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  201",",,W,2400",,,,,"  300",",,W","  217",",,W","   15",",,W",,,,,,,,,"  290",",,W","  280",",,W",,,"   67",",,W","  116",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-19","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  306",",,W","  222",",,W","    6",",,W",,,,,,,,,"  260",",,W","  250",",,W",,,"   36",",,W","   45",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-20","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   28",",,W,2400",,,,,"  300",",,W","  233",",,W","   14",",,W",,,,,,,,,"  190",",,W","  190",",,W",,,"   40",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-21","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"  294",",,W","  233",",,W","   24",",,W",,,,,,,,,"  280",",,W","  200",",,W",,,"   58",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-22","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    3",",,W,2400",,,,,"  289",",,W","  206",",,W","   11",",,W",,,,,,,,,"  320",",,W","  340",",,W",,,"   45",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-23","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  278",",,W","  156",",,W","    8",",,W",,,,,,,,,"   80",",,W","  100",",,W",,,"   45",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-24","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  289",",,W","  156",",,W","    8",",,W",,,,,,,,,"  240",",,W","  160",",,W",,,"   36",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-25","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  294",",,W","  194",",,W","    9",",,W",,,,,,,,,"  160",",,W","  150",",,W",,,"   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-26","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  317",",,W","  200",",,W","    8",",,W",,,,,,,,,"  170",",,W","  160",",,W",,,"   40",",,W","   63",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053868","2018-08-27","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  206",",,W","    8",",,W",,,,,,,,,"  270",",,W","  280",",,W",,,"   36",",,W","   58",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-28","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  217",",,W","    6",",,W",,,,,,,,,"  160",",,W","  200",",,W",,,"   36",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-29","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  217",",,W","   10",",,W",,,,,,,,,"  270",",,W","  250",",,W",,,"   54",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-30","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   69",",,W,2400",,,,,"  339",",,W","  222",",,W","   11",",,W",,,,,,,,,"  330",",,W","  320",",,W",,,"   40",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-08-31","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   18",",,W,2400",,,,,"  311",",,W","  200",",,W","    4",",,W",,,,,,,,,"  200",",,W","  210",",,W",,,"   63",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-01","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"  328",",,W","  206",",,W","    6",",,W",,,,,,,,,"  250",",,W","  190",",,W",,,"   45",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-02","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"  333",",,W","  200",",,W","    3",",,W",,,,,,,,,"   90",",,W","   80",",,W",,,"   45",",,W","   67",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-03","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"  344",",,W","  206",",,W","    5",",,W",,,,,,,,,"   90",",,W","  160",",,W",,,"   40",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-04","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  206",",,W","    5",",,W",,,,,,,,,"   90",",,W","   50",",,W",,,"   36",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-05","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  228",",,W","    3",",,W",,,,,,,,,"  110",",,W","   80",",,W",,,"   36",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-06","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  222",",,W","    8",",,W",,,,,,,,,"  260",",,W","  270",",,W",,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-07","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  206",",,W","    7",",,W",,,,,,,,,"  280",",,W","  270",",,W",,,"   36",",,W","   49",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-08","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400","    0",",,H","    0",",,H","  328",",,W","  222",",,W","    9",",,W",,,,,,,,,"  250",",,W","  210",",,W",,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-09","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   10",",,W,2400","    0",",,H",,,"  317",",,W","  217",",,W","   14",",,W",,,,,,,,,"  190",",,W","  190",",,W",,,"   58",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-10","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  109",",,W,2400",,,,,"  267",",,W","  206",",,W","   11",",,W",,,,,,,,,"  270",",,W","  270",",,W",,,"   36",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-11","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"  289",",,W","  189",",,W","   12",",,W",,,,,,,,,"  260",",,W","   80",",,W",,,"   36",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-12","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  322",",,W","  189",",,W","    4",",,W",,,,,,,,,"  180",",,W","  170",",,W",,,"   45",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-13","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   30",",,W,2400",,,,,"  339",",,W","  217",",,W","    4",",,W",,,,,,,,,"   90",",,W","  100",",,W",,,"   72",",,W","  103",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-14","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"  339",",,W","  211",",,W","   11",",,W",,,,,,,,,"   70",",,W","   60",",,W",,,"   54",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-15","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"  333",",,W","  217",",,W","   21",",,W",,,,,,,,,"   80",",,W","   80",",,W",,,"   63",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-16","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   13",",,W,2400",,,,,"  256",",,W","  217",",,W","   14",",,W",,,,,,,,,"   10",",,W","  360",",,W",,,"   49",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-17","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   41",",,W,2400",,,,,"  261",",,W","  217",",,W","   13",",,W",,,,,,,,,"  240",",,W","  220",",,W",,,"   40",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-18","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   25",",,W,2400",,,,,"  317",",,W","  211",",,W","    5",",,W",,,,,,,,,"   90",",,W","  110",",,W",,,"   27",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-19","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   66",",,W,2400",,,,,"  317",",,W","  200",",,W","    2",",,W",,,,,,,,,"  180",",,W","  180",",,W",,,"   54",",,W","   85",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-20","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  206",",,W","    5",",,W",,,,,,,,,"  270",",,W","  190",",,W",,,"   31",",,W","   49",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-21","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  206",",,W","   10",",,W",,,,,,,,,"  210",",,W","  200",",,W",,,"   40",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-22","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  228",",,W","   10",",,W",,,,,,,,,"  160",",,W","   60",",,W",,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
