"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00355160","2018-05-03","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  222",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,,,"   72",",,7,0800",,,,,"  117",",,7",,,"  150",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-04","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  256",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,,,,"   83",",,7,0800",,,,,"  128",",,7",,,"  161",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-05","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  272",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,,,"  139",",,7,0800",,,,,"  144",",,7",,,"  167",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-06","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  261",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,"  150",",,7",,,"  167",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-07","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  283",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,,"  150",",,7",,,"  172",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-09","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  289",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,,,"  150",",,7",,,"  189",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-10","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    3",",,7,0800",,,,,"  256",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,,,,"  122",",,7,0800",,,,,"  161",",,7",,,"  183",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-11","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  222",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,,,,"  150",",,7",,,"  172",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-12","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  194",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,"  144",",,7",,,"  156",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-13","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  233",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,,,,"  122",",,7,0800",,,,,"  144",",,7",,,"  167",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-14","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  211",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,,,"   83",",,7,0800",,,,,"  150",",,7",,,"  172",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-15","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  267",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,,,"  122",",,7,0800",,,,,"  139",",,7",,,"  183",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-16","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  294",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,,,,"  139",",,7,0800",,,,,"  161",",,7",,,"  189",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-17","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","   36",",,7,0800",,,,,"  250",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  139",",,7,0800",,,,,"  150",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-18","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","   20",",,7,0800",,,,,"  222",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,,,"  139",",,7,0800",,,,,"  161",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-19","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  256",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,,,,"  133",",,7,0800",,,,,"  167",",,7",,,"  189",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-20","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","   15",",,7,0800",,,,,"  261",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,"  167",",,7",,,"  189",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-21","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  261",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,"  178",",,7",,,"  189",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-22","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  272",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,,"  178",",,7",,,"  200",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-23","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  283",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,"  139",",,7,0800",,,,,"  183",",,7",,,"  206",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-24","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  278",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,"  189",",,7",,,"  206",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-25","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","   10",",,7,0800",,,,,"  294",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,,"  189",",,7",,,"  211",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-29","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  306",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,,"  178",",,7",,,"  200",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-30","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    8",",,7,0800",,,,,"  300",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,,,,"  128",",,7,0800",,,,,"  178",",,7",,,"  206",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-05-31","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  256",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  133",",,7,0800",,,,,"  178",",,7",,,"  194",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-01","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    8",",,7,0800",,,,,"  194",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,,,,"  167",",,7",,,"  189",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-04","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  339",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,,"  183",",,7",,,"  200",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-05","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  306",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,,,,"  133",",,7,0800",,,,,"  178",",,7",,,"  200",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-06","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  289",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,,,"  178",",,7",,,"  200",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-08","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    8",",,7,0800",,,,,"  306",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,,"  183",",,7",,,"  200",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-09","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  317",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,,,"  183",",,7",,,"  211",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-10","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","   20",",,7,0800",,,,,"  217",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,,,,"   78",",,7,0800",,,,,"  167",",,7",,,"  189",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-11","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    3",",,7,0800",,,,,"  194",",,7","   78",",,7",,,,,,,,,,,,,,,,,,,,,,,"  117",",,7,0800",,,,,"  161",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-12","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  233",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,,,,"  161",",,7",,,"  183",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-13","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  272",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,,,,"  122",",,7,0800",,,,,"  161",",,7",,,"  194",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-14","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  328",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,"  128",",,7,0800",,,,,"  178",",,7",,,"  206",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-15","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  250",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,,"  183",",,7",,,"  200",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-16","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  272",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,,"  178",",,7",,,"  200",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-17","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  272",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,"  178",",,7",,,"  200",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-18","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","   58",",,7,0800",,,,,"  167",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,"  139",",,7,0800",,,,,"  167",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-19","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    8",",,7,0800",,,,,"  239",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,,,"  178",",,7",,,"  200",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-20","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  278",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,,"  189",",,7",,,"  217",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-21","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","   13",",,7,0800",,,,,"  306",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,,"  194",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-22","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  289",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,,"  194",",,7",,,"  211",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-23","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  322",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,"  194",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-24","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  278",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,"  189",",,7",,,"  211",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-25","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  300",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,,,"  189",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-26","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  333",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,"  194",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-27","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  294",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,,"  194",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-28","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  333",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,,"  194",",,7",,,"  228",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-29","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  283",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,,"  206",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-06-30","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  272",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,,"  194",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-01","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  300",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,"  206",",,7",,,"  228",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-02","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  311",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,,"  206",",,7",,,"  228",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-03","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  283",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,,,,"  128",",,7,0800",,,,,"  200",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-04","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  250",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,"  133",",,7,0800",,,,,"  200",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-05","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  328",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,,"  194",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-06","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  372",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,"  206",",,7",,,"  233",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-07","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  333",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,"  211",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-08","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  339",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,"  211",",,7",,,"  233",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-09","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  350",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,"  211",",,7",,,"  233",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-10","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  378",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,"  217",",,7",,,"  233",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-12","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  333",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,"  211",",,7",,,"  228",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-20","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  356",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,"  217",",,7",,,"  239",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-21","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  361",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,,"  217",",,7",,,"  239",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-22","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  350",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,,"  211",",,7",,,"  233",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-23","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  344",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,"  211",",,7",,,"  233",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-24","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  378",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,"  217",",,7",,,"  239",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-26","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  394",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,"  222",",,7",,,"  250",",,7",,,,,,,,,,,,,,,,,,
"USC00355160","2018-07-27","43.9794","-117.0247","688.8","MALHEUR BRANCH EXPERIMENT STATION, OR US","    0",",,7,0800",,,,,"  383",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,,,"  194",",,7,0800",,,,,"  222",",,7",,,"  244",",,7",,,,,,,,,,,,,,,,,,
