"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USS0020G06S","2018-07-20","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  279",",,T","  126",",,T",,,"  208",",,T","  165",",,T","    0",",,T"
"USS0020G06S","2018-07-21","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  268",",,T","  119",",,T",,,"  198",",,T","  166",",,T","    0",",,T"
"USS0020G06S","2018-07-22","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  270",",,T","  124",",,T",,,"  202",",,T","  196",",,T","    0",",,T"
"USS0020G06S","2018-07-23","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  289",",,T","  137",",,T",,,"  220",",,T","  201",",,T","    0",",,T"
"USS0020G06S","2018-07-24","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  300",",,T","  147",",,T",,,"  223",",,T","  191",",,T","    0",",,T"
"USS0020G06S","2018-07-25","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  295",",,T","  155",",,T",,,"  226",",,T","  197",",,T","    0",",,T"
"USS0020G06S","2018-07-26","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  298",",,T","  165",",,T",,,"  226",",,T","  191",",,T","    0",",,T"
"USS0020G06S","2018-07-27","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  285",",,T","  154",",,T",,,"  215",",,T","  184",",,T","    0",",,T"
"USS0020G06S","2018-07-28","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  286",",,T","  125",",,T",,,"  211",",,T","  184",",,T","    0",",,T"
"USS0020G06S","2018-07-29","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  309",",,T","  146",",,T",,,"  229",",,T","  207",",,T","    0",",,T"
"USS0020G06S","2018-07-30","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  299",",,T","  131",",,T",,,"  219",",,T","  191",",,T","    0",",,T"
"USS0020G06S","2018-07-31","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  293",",,T","  138",",,T",,,"  214",",,T","  173",",,T","    0",",,T"
"USS0020G06S","2018-08-01","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  281",",,T","  138",",,T",,,"  205",",,T","  168",",,T","    0",",,T"
"USS0020G06S","2018-08-02","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  263",",,T","  124",",,T",,,"  187",",,T","  124",",,T","    0",",,T"
"USS0020G06S","2018-08-03","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  241",",,T","   93",",,T",,,"  162",",,T","  119",",,T","    0",",,T"
"USS0020G06S","2018-08-04","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  225",",,T","   89",",,T",,,"  148",",,T","  126",",,T","    0",",,T"
"USS0020G06S","2018-08-05","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  241",",,T","   81",",,T",,,"  169",",,T","  145",",,T","    0",",,T"
"USS0020G06S","2018-08-06","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  277",",,T","  105",",,T",,,"  196",",,T","  170",",,T","    0",",,T"
"USS0020G06S","2018-08-07","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  312",",,T","  139",",,T",,,"  227",",,T","  219",",,T","    0",",,T"
"USS0020G06S","2018-08-08","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  328",",,T","  145",",,T",,,"  242",",,T","  202",",,T","    0",",,T"
"USS0020G06S","2018-08-09","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  335",",,T","  134",",,T",,,"  243",",,T","  188",",,T","    0",",,T"
"USS0020G06S","2018-08-10","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  301",",,T","  147",",,T",,,"  222",",,T","  176",",,T","    0",",,T"
"USS0020G06S","2018-08-11","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  264",",,T","  126",",,T",,,"  197",",,T","  127",",,T","    0",",,T"
"USS0020G06S","2018-08-12","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  265",",,T","   90",",,T",,,"  184",",,T","  161",",,T","    0",",,T"
"USS0020G06S","2018-08-13","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  279",",,T","  111",",,T",,,"  195",",,T","  162",",,T","    0",",,T"
"USS0020G06S","2018-08-14","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  290",",,T","  106",",,T",,,"  207",",,T","  175",",,T","    0",",,T"
"USS0020G06S","2018-08-15","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  270",",,T","  151",",,T",,,"  201",",,T","  170",",,T","    0",",,T"
"USS0020G06S","2018-08-16","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  276",",,T","  135",",,T",,,"  203",",,T","  158",",,T","    0",",,T"
"USS0020G06S","2018-08-17","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  253",",,T","  117",",,T",,,"  185",",,T","  153",",,T","    0",",,T"
"USS0020G06S","2018-08-18","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  272",",,T","  117",",,T",,,"  197",",,T","  180",",,T","    0",",,T"
"USS0020G06S","2018-08-19","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  278",",,T","  123",",,T",,,"  197",",,T","  145",",,T","    0",",,T"
"USS0020G06S","2018-08-20","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  245",",,T","  107",",,T",,,"  170",",,T","  152",",,T","    0",",,T"
"USS0020G06S","2018-08-21","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  232",",,T","  121",",,T",,,"  175",",,T","  154",",,T","    0",",,T"
"USS0020G06S","2018-08-22","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  245",",,T","  101",",,T",,,"  178",",,T","  146",",,T","    0",",,T"
"USS0020G06S","2018-08-23","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  243",",,T","  100",",,T",,,"  172",",,T","  134",",,T","    0",",,T"
"USS0020G06S","2018-08-24","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  223",",,T","   94",",,T",,,"  155",",,T","  113",",,T","    0",",,T"
"USS0020G06S","2018-08-25","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  221",",,T","   71",",,T",,,"  145",",,T","  103",",,T","    0",",,T"
"USS0020G06S","2018-08-26","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  223",",,T","   64",",,T",,,"  142",",,T","   90",",,T","    0",",,T"
"USS0020G06S","2018-08-27","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  204",",,T","   59",",,T",,,"  127",",,T","   96",",,T","    0",",,T"
"USS0020G06S","2018-08-28","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  233",",,T","   69",",,T",,,"  152",",,T","  138",",,T","    0",",,T"
"USS0020G06S","2018-08-29","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  249",",,T","   96",",,T",,,"  175",",,T","  118",",,T","    0",",,T"
"USS0020G06S","2018-08-30","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  221",",,T","   78",",,T",,,"  147",",,T","  115",",,T","    0",",,T"
"USS0020G06S","2018-08-31","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  215",",,T","   88",",,T",,,"  148",",,T","  117",",,T","    0",",,T"
"USS0020G06S","2018-09-01","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  246",",,T","   82",",,T",,,"  164",",,T","  140",",,T","    0",",,T"
"USS0020G06S","2018-09-02","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  261",",,T","  106",",,T",,,"  185",",,T","  160",",,T","    0",",,T"
"USS0020G06S","2018-09-03","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  266",",,T","  118",",,T",,,"  189",",,T","  147",",,T","    0",",,T"
"USS0020G06S","2018-09-04","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  270",",,T","  111",",,T",,,"  191",",,T","  156",",,T","    0",",,T"
"USS0020G06S","2018-09-05","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  264",",,T","  118",",,T",,,"  192",",,T","  147",",,T","    0",",,T"
"USS0020G06S","2018-09-06","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  260",",,T","  111",",,T",,,"  184",",,T","  154",",,T","    0",",,T"
"USS0020G06S","2018-09-07","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  243",",,T","  112",",,T",,,"  176",",,T","  133",",,T","    0",",,T"
"USS0020G06S","2018-09-08","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  219",",,T","   98",",,T",,,"  152",",,T","  121",",,T","    0",",,T"
"USS0020G06S","2018-09-09","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  239",",,T","   72",",,T",,,"  156",",,T","  119",",,T","    0",",,T"
"USS0020G06S","2018-09-10","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  215",",,T","   84",",,T",,,"  143",",,T","   85",",,T","    0",",,T"
"USS0020G06S","2018-09-11","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  171",",,T","   51",",,T",,,"   99",",,T","   51",",,T","    0",",,T"
"USS0020G06S","2018-09-12","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  143",",,T","   20",",,T",,,"   80",",,T","   57",",,T","    0",",,T"
"USS0020G06S","2018-09-13","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  153",",,T","   27",",,T",,,"   90",",,T","   77",",,T","    0",",,T"
"USS0020G06S","2018-09-14","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  166",",,T","   29",",,T",,,"  101",",,T","   84",",,T","    0",",,T"
"USS0020G06S","2018-09-15","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  170",",,T","   52",",,T",,,"  105",",,T","   53",",,T","    0",",,T"
"USS0020G06S","2018-09-16","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  169",",,T","   30",",,T",,,"  101",",,T","   84",",,T","    0",",,T"
"USS0020G06S","2018-09-17","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  196",",,T","   25",",,T",,,"  119",",,T","   89",",,T","    0",",,T"
"USS0020G06S","2018-09-18","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  188",",,T","   43",",,T",,,"  121",",,T","   95",",,T","    0",",,T"
"USS0020G06S","2018-09-19","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  170",",,T","   46",",,T",,,"  103",",,T","   70",",,T","    0",",,T"
"USS0020G06S","2018-09-20","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  199",",,T","   39",",,T",,,"  123",",,T","  110",",,T","    0",",,T"
"USS0020G06S","2018-09-21","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  226",",,T","   65",",,T",,,"  150",",,T","  118",",,T","    0",",,T"
"USS0020G06S","2018-09-22","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  191",",,T","   79",",,T",,,"  132",",,T","   89",",,T","    0",",,T"
"USS0020G06S","2018-09-23","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  165",",,T","   26",",,T",,,"   98",",,T","   69",",,T","    0",",,T"
"USS0020G06S","2018-09-24","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  183",",,T","   22",",,T",,,"  109",",,T","   81",",,T","    0",",,T"
"USS0020G06S","2018-09-25","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  221",",,T","   53",",,T",,,"  134",",,T","  123",",,T","    0",",,T"
"USS0020G06S","2018-09-26","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  247",",,T","   80",",,T",,,"  166",",,T","  136",",,T","    0",",,T"
"USS0020G06S","2018-09-27","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  269",",,T","  113",",,T",,,"  190",",,T","  158",",,T","    0",",,T"
"USS0020G06S","2018-09-28","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  245",",,T","   99",",,T",,,"  173",",,T","  122",",,T","    0",",,T"
"USS0020G06S","2018-09-29","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  171",",,T","   74",",,T",,,"  129",",,T","   75",",,T","    0",",,T"
"USS0020G06S","2018-09-30","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","   51",",,T","    0",",,T","  132",",,T","   49",",,T",,,"   82",",,T","   58",",,T","    0",",,T"
"USS0020G06S","2018-10-01","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  135",",,T","   36",",,T",,,"   89",",,T","   86",",,T","    0",",,T"
"USS0020G06S","2018-10-02","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  148",",,T","   71",",,T",,,"  111",",,T","  107",",,T","    0",",,T"
"USS0020G06S","2018-10-03","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","   51",",,T","    0",",,T","  171",",,T","   82",",,T",,,"  114",",,T","   84",",,T","    0",",,T"
"USS0020G06S","2018-10-04","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","  152",",,T","    0",",,T","  106",",,T","   20",",,T",,,"   66",",,T","   23",",,T","    0",",,T"
"USS0020G06S","2018-10-05","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","   76",",,T","    0",",,T","   86",",,T","  -16",",,T",,,"   38",",,T","   53",",,T","    0",",,T"
"USS0020G06S","2018-10-06","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  115",",,T","   25",",,T",,,"   57",",,T","   26",",,T","    0",",,T"
"USS0020G06S","2018-10-07","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  128",",,T","    1",",,T",,,"   59",",,T","   59",",,T","    0",",,T"
"USS0020G06S","2018-10-08","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  130",",,T","   44",",,T",,,"   78",",,T","   63",",,T","    0",",,T"
"USS0020G06S","2018-10-09","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  117",",,T","   28",",,T",,,"   69",",,T","   28",",,T","    0",",,T"
"USS0020G06S","2018-10-10","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","   77",",,T","   15",",,T",,,"   39",",,T","   15",",,T","    0",",,T"
"USS0020G06S","2018-10-11","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  115",",,T","    4",",,T",,,"   57",",,T","   32",",,T","    0",",,T"
"USS0020G06S","2018-10-12","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  175",",,T","    6",",,T",,,"   95",",,T","  101",",,T","    0",",,T"
"USS0020G06S","2018-10-13","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  130",",,T","   18",",,T",,,"   84",",,T","   19",",,T","    0",",,T"
"USS0020G06S","2018-10-14","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","   95",",,T","  -14",",,T",,,"   37",",,T","   21",",,T","    0",",,T"
"USS0020G06S","2018-10-15","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  162",",,T","  -13",",,T",,,"   76",",,T","   83",",,T","    0",",,T"
"USS0020G06S","2018-10-16","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  166",",,T","   51",",,T",,,"  106",",,T","   77",",,T","    0",",,T"
"USS0020G06S","2018-10-17","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  171",",,T","   43",",,T",,,"  107",",,T","   74",",,T","    0",",,T"
"USS0020G06S","2018-10-18","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  183",",,T","   55",",,T",,,"  117",",,T","   99",",,T","    0",",,T"
"USS0020G06S","2018-10-19","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  198",",,T","   60",",,T",,,"  129",",,T","  100",",,T","    0",",,T"
"USS0020G06S","2018-10-20","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  207",",,T","   89",",,T",,,"  140",",,T","  100",",,T","    0",",,T"
"USS0020G06S","2018-10-21","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  184",",,T","   64",",,T",,,"  119",",,T","   95",",,T","    0",",,T"
"USS0020G06S","2018-10-22","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  172",",,T","   45",",,T",,,"  110",",,T","   91",",,T","    0",",,T"
"USS0020G06S","2018-10-23","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  136",",,T","   40",",,T",,,"   90",",,T","   66",",,T","    0",",,T"
"USS0020G06S","2018-10-24","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  114",",,T","   39",",,T",,,"   74",",,T","   45",",,T","    0",",,T"
"USS0020G06S","2018-10-25","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  152",",,T","   16",",,T",,,"   94",",,T","   89",",,T","    0",",,T"
"USS0020G06S","2018-10-26","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  178",",,T","   70",",,T",,,"  111",",,T","   92",",,T","    0",",,T"
"USS0020G06S","2018-10-27","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  174",",,T","   55",",,T",,,"  107",",,T","   96",",,T","    0",",,T"
"USS0020G06S","2018-10-28","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  103",",,T","   16",",,T",,,"   67",",,T","   22",",,T","    0",",,T"
"USS0020G06S","2018-10-29","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","   73",",,T","  -10",",,T",,,"   27",",,T","    7",",,T","    0",",,T"
"USS0020G06S","2018-10-30","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","   91",",,T","  -19",",,T",,,"   30",",,T","   30",",,T","    0",",,T"
"USS0020G06S","2018-10-31","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","   92",",,T","   19",",,T",,,"   60",",,T","   61",",,T","    0",",,T"
"USS0020G06S","2018-11-01","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  142",",,T","   53",",,T",,,"   87",",,T","   68",",,T","    0",",,T"
"USS0020G06S","2018-11-02","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  126",",,T","   22",",,T",,,"   73",",,T","   27",",,T","    0",",,T"
"USS0020G06S","2018-11-03","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  113",",,T","    8",",,T",,,"   59",",,T","   53",",,T","    0",",,T"
"USS0020G06S","2018-11-04","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  107",",,T","   -2",",,T",,,"   60",",,T","    3",",,T","    0",",,T"
"USS0020G06S","2018-11-05","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","   74",",,T","  -10",",,T",,,"   19",",,T","   -7",",,T","    0",",,T"
"USS0020G06S","2018-11-06","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","   73",",,T","  -43",",,T",,,"   15",",,T","    1",",,T","    0",",,T"
"USS0020G06S","2018-11-07","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","   57",",,T","  -42",",,T",,,"    3",",,T","  -25",",,T","    0",",,T"
"USS0020G06S","2018-11-08","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","   90",",,T","  -50",",,T",,,"   10",",,T","  -10",",,T","    0",",,T"
"USS0020G06S","2018-11-09","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  118",",,T","  -41",",,T",,,"   37",",,T","   47",",,T","    0",",,T"
"USS0020G06S","2018-11-10","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","   89",",,T","  -20",",,T",,,"   28",",,T","  -19",",,T","    0",",,T"
"USS0020G06S","2018-11-11","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  103",",,T","  -67",",,T",,,"   15",",,T","   15",",,T","    0",",,T"
"USS0020G06S","2018-11-12","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  129",",,T","  -22",",,T",,,"   47",",,T","   20",",,T","    0",",,T"
"USS0020G06S","2018-11-13","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  126",",,T","   -7",",,T",,,"   61",",,T","   59",",,T","    0",",,T"
"USS0020G06S","2018-11-14","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  130",",,T","   24",",,T",,,"   70",",,T","   56",",,T","    0",",,T"
"USS0020G06S","2018-11-15","42.32","-120.83","1743.5","QUARTZ MOUNTAIN, OR US","    0",",,T","    0",",,T","  128",",,T","   21",",,T",,,"   74",",,T","   63",",,T","    0",",,T"
