"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00052294","2018-07-17","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  250",",,7","   89",",,7","  100",",,7,0600",,,,
"USC00052294","2018-07-18","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   71",",,7,0600","    0",",,7,0600","    0",",,7,0600","  244",",,7","   94",",,7","   94",",,7,0600",,,,
"USC00052294","2018-07-19","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  261",",,7","   94",",,7","  117",",,7,0600",,,,
"USC00052294","2018-07-20","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  278",",,7","  111",",,7","  161",",,7,0600",,,,
"USC00052294","2018-07-21","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  283",",,7","  106",",,7","  117",",,7,0600",,,,
"USC00052294","2018-07-22","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0","T,,7,0600","    0",",,7,0600","    0",",,7,0600","  278",",,7","  106",",,7","  122",",,7,0600",,,,
"USC00052294","2018-07-23","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   66",",,7,0600","    0",",,7,0600","    0",",,7,0600","  267",",,7","   83",",,7","   83",",,7,0600",,,,
"USC00052294","2018-07-24","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","  333",",,7,0600","    0",",,7,0600","    0",",,7,0600","  206",",,7","   78",",,7","   94",",,7,0600",,,,
"USC00052294","2018-07-25","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   20",",,7,0600","    0",",,7,0600","    0",",,7,0600","  239",",,7","   89",",,7","  111",",,7,0600",,,,
"USC00052294","2018-07-26","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   15",",,7,0600","    0",",,7,0600","    0",",,7,0600","  244",",,7","   89",",,7","   94",",,7,0600",,,,
"USC00052294","2018-07-27","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   25",",,7,0600","    0",",,7,0600","    0",",,7,0600","  200",",,7","   89",",,7","   94",",,7,0600",,,,
"USC00052294","2018-07-28","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   10",",,7,0600","    0",",,7,0600","    0",",,7,0600","  228",",,7","   72",",,7","   83",",,7,0600",,,,
"USC00052294","2018-07-29","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","  130",",,7,0600","    0",",,7,0600","    0",",,7,0600","  228",",,7","   72",",,7","   78",",,7,0600",,,,
"USC00052294","2018-07-30","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0","T,,7,0600","    0",",,7,0600","    0",",,7,0600","  233",",,7","   67",",,7","   67",",,7,0600",,,,
"USC00052294","2018-07-31","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  183",",,7","   50",",,7","   56",",,7,0600",,,,
"USC00052294","2018-08-01","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  222",",,7","   50",",,7","   83",",,7,0600",,,,
"USC00052294","2018-08-02","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    3",",,7,0600","    0",",,7,0600","    0",",,7,0600","  228",",,7","   83",",,7","   89",",,7,0600",,,,
"USC00052294","2018-08-03","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   18",",,7,0600","    0",",,7,0600","    0",",,7,0600","  239",",,7","   72",",,7","  106",",,7,0600",,,,
"USC00052294","2018-08-04","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   13",",,7,0600","    0",",,7,0600","    0",",,7,0600","  183",",,7","   61",",,7","   61",",,7,0600",,,,
"USC00052294","2018-08-05","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   28",",,7,0600","    0",",,7,0600","    0",",,7,0600","  239",",,7","   56",",,7","   89",",,7,0600",,,,
"USC00052294","2018-08-06","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   10",",,7,0600","    0",",,7,0600","    0",",,7,0600","  222",",,7","   72",",,7","   89",",,7,0600",,,,
"USC00052294","2018-08-07","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   84",",,7,0600","    0",",,7,0600","    0",",,7,0600","  222",",,7","   67",",,7","   94",",,7,0600",,,,
"USC00052294","2018-08-08","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    3",",,7,0600","    0",",,7,0600","    0",",,7,0600","  217",",,7","   89",",,7","  106",",,7,0600",,,,
"USC00052294","2018-08-09","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  194",",,7","   72",",,7","   83",",,7,0600",,,,
"USC00052294","2018-08-10","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  228",",,7","   78",",,7","   78",",,7,0600",,,,
"USC00052294","2018-08-11","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   53",",,7,0600","    0",",,7,0600","    0",",,7,0600","  217",",,7","   67",",,7","   72",",,7,0600",,,,
"USC00052294","2018-08-12","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  222",",,7","   67",",,7","   72",",,7,0600",,,,
"USC00052294","2018-08-13","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  244",",,7","   67",",,7","   72",",,7,0600",,,,
"USC00052294","2018-08-14","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  250",",,7","   67",",,7","   83",",,7,0600",,,,
"USC00052294","2018-08-15","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","  320",",,7,0600","    0",",,7,0600","    0",",,7,0600","  206",",,7","   72",",,7","   78",",,7,0600",,,,
"USC00052294","2018-08-16","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  222",",,7","   72",",,7","   78",",,7,0600",,,,
"USC00052294","2018-08-17","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  233",",,7","   78",",,7","   83",",,7,0600",,,,
"USC00052294","2018-08-18","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  228",",,7","   78",",,7","   89",",,7,0600",,,,
"USC00052294","2018-08-19","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   25",",,7,0600","    0",",,7,0600","    0",",,7,0600","  211",",,7","   56",",,7","   56",",,7,0600",,,,
"USC00052294","2018-08-20","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  167",",,7","   39",",,7","   50",",,7,0600",,,,
"USC00052294","2018-08-21","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  206",",,7","   44",",,7","   67",",,7,0600",,,,
"USC00052294","2018-08-22","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","  117",",,7,0600","    0",",,7,0600","    0",",,7,0600","  194",",,7","   61",",,7","   72",",,7,0600",,,,
"USC00052294","2018-08-23","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  194",",,7","   72",",,7","   83",",,7,0600",,,,
"USC00052294","2018-08-24","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  211",",,7","   72",",,7","   83",",,7,0600",,,,
"USC00052294","2018-08-25","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  228",",,7","   78",",,7","   83",",,7,0600",,,,
"USC00052294","2018-08-26","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    8",",,7,0600","    0",",,7,0600","    0",",,7,0600","  222",",,7","   78",",,7","   78",",,7,0600",,,,
"USC00052294","2018-08-27","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   18",",,7,0600","    0",",,7,0600","    0",",,7,0600","  228",",,7","   61",",,7","   78",",,7,0600",,,,
"USC00052294","2018-08-28","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  217",",,7","   56",",,7","   56",",,7,0600",,,,
"USC00052294","2018-08-29","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  217",",,7","   50",",,7","   61",",,7,0600",,,,
"USC00052294","2018-08-30","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  233",",,7","   61",",,7","   72",",,7,0600",,,,
"USC00052294","2018-08-31","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  244",",,7","   72",",,7","  106",",,7,0600",,,,
"USC00052294","2018-09-01","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   18",",,7,0600","    0",",,7,0600","    0",",,7,0600","  217",",,7","   56",",,7","   61",",,7,0600",,,,
"USC00052294","2018-09-02","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   10",",,7,0600","    0",",,7,0600","    0",",,7,0600","  200",",,7","   56",",,7","   61",",,7,0600",,,,
"USC00052294","2018-09-03","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  206",",,7","   61",",,7","   67",",,7,0600",,,,
"USC00052294","2018-09-04","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  172",",,7","   56",",,7","   61",",,7,0600",,,,
"USC00052294","2018-09-05","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  194",",,7","   61",",,7","   67",",,7,0600",,,,
"USC00052294","2018-09-06","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   89",",,7,0600","    0",",,7,0600","    0",",,7,0600","  161",",,7","   44",",,7","   44",",,7,0600",,,,
"USC00052294","2018-09-07","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","  160",",,7,0600","    0","T,,7,0600","    0",",,7,0600","  167",",,7","   44",",,7","   44",",,7,0600",,,"    1",",,7"
"USC00052294","2018-09-08","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  178",",,7","   39",",,7","   56",",,7,0600",,,,
"USC00052294","2018-09-09","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  206",",,7","   56",",,7","   83",",,7,0600",,,,
"USC00052294","2018-09-10","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    5",",,7,0600","    0",",,7,0600","    0",",,7,0600","  206",",,7","   72",",,7","   72",",,7,0600",,,,
"USC00052294","2018-09-11","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  217",",,7","   56",",,7","   83",",,7,0600",,,,
"USC00052294","2018-09-12","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  228",",,7","   78",",,7","  100",",,7,0600",,,,
"USC00052294","2018-09-13","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  233",",,7","  100",",,7","  122",",,7,0600",,,,
"USC00052294","2018-09-14","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  239",",,7","   72",",,7","   83",",,7,0600",,,,
"USC00052294","2018-09-15","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  233",",,7","   72",",,7","   83",",,7,0600",,,,
"USC00052294","2018-09-16","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  244",",,7","   67",",,7","   94",",,7,0600",,,,
"USC00052294","2018-09-17","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  244",",,7","   94",",,7","   94",",,7,0600",,,,
"USC00052294","2018-09-18","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  233",",,7","   89",",,7","  100",",,7,0600",,,,
"USC00052294","2018-09-19","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  244",",,7","   94",",,7","   94",",,7,0600",,,,
"USC00052294","2018-09-20","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   46",",,7,0600","    0",",,7,0600","    0",",,7,0600","  228",",,7","   56",",,7","   61",",,7,0600",,,,
"USC00052294","2018-09-21","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  189",",,7","    6",",,7","   17",",,7,0600",,,,
"USC00052294","2018-09-22","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  161",",,7","   17",",,7","   33",",,7,0600",,,,
"USC00052294","2018-09-23","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  211",",,7","   33",",,7","   56",",,7,0600",,,,
"USC00052294","2018-09-24","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  200",",,7","   50",",,7","   89",",,7,0600",,,,
"USC00052294","2018-09-25","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  172",",,7","    6",",,7","    6",",,7,0600",,,,
"USC00052294","2018-09-26","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  133",",,7","  -17",",,7","  -17",",,7,0600",,,,
"USC00052294","2018-09-27","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  161",",,7","  -17",",,7","   39",",,7,0600",,,,
"USC00052294","2018-09-28","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  200",",,7","   22",",,7","   78",",,7,0600",,,,
"USC00052294","2018-09-29","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  172",",,7","    6",",,7","  100",",,7,0600",,,,
"USC00052294","2018-09-30","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  211",",,7","   83",",,7","   94",",,7,0600",,,,
"USC00052294","2018-10-01","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  206",",,7","   72",",,7","  111",",,7,0600",,,,
"USC00052294","2018-10-02","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   10",",,7,0600","    0",",,7,0600","    0",",,7,0600","  172",",,7","   89",",,7","   94",",,7,0600",,,,
"USC00052294","2018-10-03","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   30",",,7,0600","    0",",,7,0600","    0",",,7,0600","  156",",,7","   89",",,7","   94",",,7,0600",,,,
"USC00052294","2018-10-04","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    5",",,7,0600","    0",",,7,0600","    0",",,7,0600","  206",",,7","   22",",,7","   22",",,7,0600",,,,
"USC00052294","2018-10-05","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  144",",,7","   17",",,7","   44",",,7,0600",,,,
"USC00052294","2018-10-06","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  156",",,7","  -22",",,7","  -22",",,7,0600",,,,
"USC00052294","2018-10-07","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   72",",,7","  -22",",,7","  -17",",,7,0600",,,,
"USC00052294","2018-10-08","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   33",",,7,0600","   10",",,7,0600","    0",",,7,0600","  122",",,7","  -28",",,7","  -22",",,7,0600",,,,
"USC00052294","2018-10-09","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   10",",,7,0600","    0",",,7,0600","    0",",,7,0600","    6",",,7","  -33",",,7","  -33",",,7,0600",,,,
"USC00052294","2018-10-10","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   18",",,7,0600","   13",",,7,0600","    0",",,7,0600","   -6",",,7","  -50",",,7","  -50",",,7,0600",,,,
"USC00052294","2018-10-11","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   39",",,7","  -56",",,7","  -22",",,7,0600",,,,
"USC00052294","2018-10-12","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   78",",,7","  -28",",,7","  -22",",,7,0600",,,,
"USC00052294","2018-10-13","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  111",",,7","  -28",",,7","  -17",",,7,0600",,,,
"USC00052294","2018-10-14","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0","T,,7,0600","    0","T,,7,0600","    0",",,7,0600","  128",",,7"," -111",",,7"," -111",",,7,0600",,,,
"USC00052294","2018-10-15","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    8",",,7,0600","   25",",,7,0600","   25",",,7,0600","  -94",",,7"," -161",",,7"," -144",",,7,0600",,,,
"USC00052294","2018-10-16","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   22",",,7"," -156",",,7"," -100",",,7,0600",,,,
"USC00052294","2018-10-17","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   67",",,7"," -106",",,7","  -50",",,7,0600",,,,
"USC00052294","2018-10-18","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   50",",,7","  -50",",,7","  -28",",,7,0600",,,,
"USC00052294","2018-10-19","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   94",",,7","  -33",",,7","  -33",",,7,0600",,,,
"USC00052294","2018-10-20","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  100",",,7","  -39",",,7","  -17",",,7,0600",,,,
"USC00052294","2018-10-21","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  128",",,7","  -28",",,7","  -11",",,7,0600",,,,
"USC00052294","2018-10-22","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  139",",,7","  -17",",,7","    0",",,7,0600",,,,
"USC00052294","2018-10-23","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  139",",,7","  -11",",,7","   17",",,7,0600",,,,
"USC00052294","2018-10-24","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0","T,,7,0600","    0",",,7,0600","    0",",,7,0600","  111",",,7","   11",",,7","   22",",,7,0600",,,,
"USC00052294","2018-10-25","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    8",",,7,0600","    0",",,7,0600","    0",",,7,0600","   67",",,7","  -33",",,7","  -28",",,7,0600",,,,
"USC00052294","2018-10-26","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  100",",,7","  -33",",,7","  -28",",,7,0600",,,,
"USC00052294","2018-10-27","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  111",",,7","  -39",",,7","   -6",",,7,0600",,,,
"USC00052294","2018-10-28","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  161",",,7","   -6",",,7","   11",",,7,0600",,,,
"USC00052294","2018-10-29","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  150",",,7","   -6",",,7","   -6",",,7,0600",,,,
"USC00052294","2018-10-30","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  167",",,7","  -39",",,7","  -28",",,7,0600",,,,
"USC00052294","2018-10-31","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","  155",",,7,0600","  180",",,7,0600","  152",",,7,0600","  -11",",,7","  -72",",,7","  -72",",,7,0600",,,,
"USC00052294","2018-11-01","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","  102",",,7,0600","   28",",,7","  -72",",,7","  -50",",,7,0600",,,,
"USC00052294","2018-11-02","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","   76",",,7,0600","   17",",,7","  -94",",,7","  -39",",,7,0600",,,,
"USC00052294","2018-11-03","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    8",",,7,0600","   18",",,7,0600","   51",",,7,0600","   72",",,7","  -50",",,7","  -44",",,7,0600",,,,
"USC00052294","2018-11-04","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    5",",,7,0600","    0","T,,7,0600","   25",",,7,0600","   17",",,7","  -72",",,7","  -61",",,7,0600",,,,
"USC00052294","2018-11-05","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","   25",",,7,0600","   44",",,7","  -67",",,7","  -67",",,7,0600",,,,
"USC00052294","2018-11-06","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","   25",",,7,0600","   17",",,7","  -72",",,7","  -72",",,7,0600",,,,
"USC00052294","2018-11-07","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   28",",,7","  -94",",,7","  -94",",,7,0600",,,,
"USC00052294","2018-11-08","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","    6",",,7"," -100",",,7"," -100",",,7,0600",,,,
"USC00052294","2018-11-09","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  -17",",,7"," -128",",,7"," -111",",,7,0600",,,,
"USC00052294","2018-11-10","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   17",",,7"," -122",",,7","  -39",",,7,0600",,,,
"USC00052294","2018-11-11","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","    0","T,,7,0600","    0","T,,7,0600","    0","T,,7,0600","   61",",,7"," -106",",,7"," -100",",,7,0600",,,,
"USC00052294","2018-11-12","38.9608","-105.2158","2784.0","DIVIDE 4 NW, CO US","   91",",,7,0600","  130",",,7,0600","  127",",,7,0600","  -89",",,7"," -156",",,7"," -156",",,7,0600",,,,
