"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00105275","2018-08-01","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  106",",,7",,,,,,,,,"   61",",,7,0700",,,,,,,,,"  128",",,7","  322",",,7","  150",",,7,0700","   55",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-02","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  111",",,7",,,,,,,,,"   71",",,7,0700",,,,,,,,,"   61",",,7","  317",",,7","  139",",,7,0700","  114",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-03","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0","T,,7,0700","    0",",,7","    0",",,7","  283",",,7","  128",",,7",,,,,,,,,"   58",",,7,0700",,,,,,,,,"  156",",,7","  283",",,7","  139",",,7,0700","  140",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-04","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","   89",",,7",,,,,,,,,"   84",",,7,0700",,,,,,,,,"  128",",,7","  300",",,7","   94",",,7,0700","  101",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-05","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   94",",,7",,,,,,,,,"   66",",,7,0700",,,,,,,,,"  128",",,7","  278",",,7","  139",",,7,0700","   74",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-06","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","   83",",,7",,,,,,,,,"   66",",,7,0700",,,,,,,,,"  117",",,7","  272",",,7","   83",",,7,0700","   85",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-07","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","   83",",,7",,,,,,,,,"   66",",,7,0700",,,,,,,,,"  117",",,7","  300",",,7","   89",",,7,0700","   71",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-08","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  267",",,7","   89",",,7",,,,,,,,,"   61",",,7,0700",,,,,,,,,"  128",",,7","  311",",,7","  100",",,7,0700","   56",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-09","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   94",",,7",,,,,,,,,"   66",",,7,0700",,,,,,,,,"  133",",,7","  317",",,7","  117",",,7,0700","   63",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-10","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  117",",,7",,,,,,,,,"   58",",,7,0700",,,,,,,,,"   78",",,7","  322",",,7","  139",",,7,0700","   56",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-11","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  117",",,7",,,,,,,,,"   69",",,7,0700",,,,,,,,,"  144",",,7","  333",",,7","  144",",,7,0700","   51",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-12","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  133",",,7",,,,,,,,,"   66",",,7,0700",,,,,,,,,"  144",",,7","  333",",,7","  144",",,7,0700","   51",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-13","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  133",",,7",,,,,,,,,"   69",",,7,0700",,,,,,,,,"   78",",,7","  317",",,7","  156",",,7,0700","   72",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-14","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  133",",,7",,,,,,,,,"   61",",,7,0700",,,,,,,,,"  161",",,7","  311",",,7","  133",",,7,0700","   77",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-15","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","   89",",,7",,,,,,,,,"   64",",,7,0700",,,,,,,,,"  133",",,7","  317",",,7","   89",",,7,0700","   71",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-16","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","   89",",,7",,,,,,,,,"   69",",,7,0700",,,,,,,,,"  128",",,7","  150",",,7","  106",",,7,0700","   68",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-17","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  100",",,7",,,,,,,,,"   43",",,7,0700",,,,,,,,,"  139",",,7","  289",",,7","  111",",,7,0700","   53",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-18","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  111",",,7",,,,,,,,,"   71",",,7,0700",,,,,,,,,"  144",",,7","  317",",,7","  111",",,7,0700","  100",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-19","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  244",",,7","   72",",,7",,,,,,,,,"   48",",,7,0700",,,,,,,,,"  133",",,7","  261",",,7","   89",",,7,0700","   64",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-20","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","   89",",,7",,,,,,,,,"   51",",,7,0700",,,,,,,,,"  128",",,7","  272",",,7","  100",",,7,0700","   56",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-21","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  250",",,7","   94",",,7",,,,,,,,,"   41",",,7,0700",,,,,,,,,"  139",",,7","  233",",,7","  106",",,7,0700","   98",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-22","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  233",",,7","   94",",,7",,,,,,,,,"   38",",,7,0700",,,,,,,,,"  128",",,7","  228",",,7","  106",",,7,0700","   87",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-23","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","  132",",,7,0700","    0",",,7","    0",",,7","  194",",,7","   78",",,7",,,,,,,,,"   56",",,7,0700",,,,,,,,,"  111",",,7","  250",",,7","   78",",,7,0700","  103",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-24","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  244",",,7","   72",",,7",,,,,,,,,"   51",",,7,0700",,,,,,,,,"  111",",,7","  256",",,7","   83",",,7,0700","   76",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-25","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  261",",,7","   78",",,7",,,,,,,,,"   51",",,7,0700",,,,,,,,,"  117",",,7","  261",",,7","   89",",,7,0700","   71",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-26","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  267",",,7","   78",",,7",,,,,,,,,"   66",",,7,0700",,,,,,,,,"  111",",,7","  278",",,7","   78",",,7,0700","  106",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-27","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","   10",",,7,0700","    0",",,7","    0",",,7","  244",",,7","   61",",,7",,,,,,,,,"   81",",,7,0700",,,,,,,,,"  106",",,7","  239",",,7","   94",",,7,0700","  179",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-28","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    5",",,7,0700","    0",",,7","    0",",,7","  183",",,7","   33",",,7",,,,,,,,,"   13",",,7,0700",,,,,,,,,"   72",",,7","  156",",,7","   39",",,7,0700","   85",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-29","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  200",",,7","   33",",,7",,,,,,,,,"   46",",,7,0700",,,,,,,,,"   78",",,7","  233",",,7","   44",",,7,0700","   64",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-30","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  244",",,7","   39",",,7",,,,,,,,,"   58",",,7,0700",,,,,,,,,"  122",",,7","  272",",,7","   94",",,7,0700","   56",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-08-31","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","   89",",,7",,,,,,,,,"   64",",,7,0700",,,,,,,,,"  111",",,7","  278",",,7","  100",",,7,0700","  103",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-01","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","   56",",,7",,,,,,,,,"   51",",,7,0700",,,,,,,,,"  111",",,7","  289",",,7","   67",",,7,0700","   71",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-02","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  250",",,7","   39",",,7",,,,,,,,,"   61",",,7,0700",,,,,,,,,"  100",",,7","  278",",,7","   39",",,7,0700","   66",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-03","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  261",",,7","   39",",,7",,,,,,,,,"   61",",,7,0700",,,,,,,,,"   94",",,7","  261",",,7","   56",",,7,0700","   79",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-04","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  267",",,7","   50",",,7",,,,,,,,,"   64",",,7,0700",,,,,,,,,"  100",",,7","  283",",,7","   56",",,7,0700","   69",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-05","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  267",",,7","   50",",,7",,,,,,,,,"   64",",,7,0700",,,,,,,,,"  100",",,7","  267",",,7","   67",",,7,0700","   61",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-06","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   67",",,7",,,,,,,,,"   51",",,7,0700",,,,,,,,,"  111",",,7","  289",",,7","   78",",,7,0700","   56",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-07","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  267",",,7","   72",",,7",,,,,,,,,"   51",",,7,0700",,,,,,,,,"  117",",,7","  256",",,7","  111",",,7,0700","   84",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-08","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  267",",,7","   89",",,7",,,,,,,,,"   43",",,7,0700",,,,,,,,,"  111",",,7","  294",",,7","  106",",,7,0700","   63",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-09","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   67",",,7",,,,,,,,,"   64",",,7,0700",,,,,,,,,"  106",",,7","  261",",,7","   67",",,7,0700","  121",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-10","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","   61",",,7",,,,,,,,,"   51",",,7,0700",,,,,,,,,"  100",",,7","  250",",,7","   72",",,7,0700","   60",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-11","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  267",",,7","   67",",,7",,,,,,,,,"   53",",,7,0700",,,,,,,,,"  111",",,7","  250",",,7","   67",",,7,0700","   69",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-12","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  250",",,7","   50",",,7",,,,,,,,,"   66",",,7,0700",,,,,,,,,"  100",",,7","  261",",,7","   61",",,7,0700","   82",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-13","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  222",",,7","   56",",,7",,,,,,,,,"   48",",,7,0700",,,,,,,,,"   89",",,7","  211",",,7","   89",",,7,0700","  100",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-14","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  211",",,7","   44",",,7",,,,,,,,,"   53",",,7,0700",,,,,,,,,"   83",",,7","  239",",,7","   44",",,7,0700","   95",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-15","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  228",",,7","   33",",,7",,,,,,,,,"   58",",,7,0700",,,,,,,,,"   78",",,7","  239",",,7","   61",",,7,0700","  124",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-16","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  250",",,7","   61",",,7",,,,,,,,,"   69",",,7,0700",,,,,,,,,"   83",",,7","  256",",,7","   61",",,7,0700","  188",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-17","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  239",",,7","   50",",,7",,,,,,,,,"   38",",,7,0700",,,,,,,,,"   94",",,7","  233",",,7","   50",",,7,0700","  121",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-18","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  244",",,7","   44",",,7",,,,,,,,,"   53",",,7,0700",,,,,,,,,"   94",",,7","  256",",,7","   78",",,7,0700","   84",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-19","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  239",",,7","   39",",,7",,,,,,,,,"   71",",,7,0700",,,,,,,,,"   78",",,7","  239",",,7","   39",",,7,0700","  117",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-20","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  239",",,7","   28",",,7",,,,,,,,,"   51",",,7,0700",,,,,,,,,"   72",",,7","  250",",,7","   89",",,7,0700","   79",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-21","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  183",",,7","   11",",,7",,,,,,,,,"   56",",,7,0700",,,,,,,,,"   61",",,7","  222",",,7","   11",",,7,0700","   84",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-22","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  217",",,7","    6",",,7",,,,,,,,,"   36",",,7,0700",,,,,,,,,"   44",",,7","  233",",,7","   28",",,7,0700","   69",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-23","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  244",",,7","   22",",,7",,,,,,,,,"   53",",,7,0700",,,,,,,,,"   67",",,7","  244",",,7","   72",",,7,0700","  105",",,7",,,,,,,,,,,,,,,,
"USC00105275","2018-09-24","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  228",",,7","   28",",,7",,,,,,,,,"   61",",,7,0700",,,,,,,,,"   78",",,7","  217",",,7","   28",",,7,0700","  108",",,7",,,,,,,,,,,,,,,,
