"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT12","WT12_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"WQW00041606","2018-06-20","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  294","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-06-21","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  286","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-06-22","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  284","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-06-23","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  290","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-06-24","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  292","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-06-25","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  290","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-06-26","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  282","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-06-27","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  282","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-06-29","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  287","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-06-30","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  282","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-01","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  284","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-02","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-03","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  276","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-04","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  277","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-05","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  288","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-06","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  284","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-07","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  285","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-08","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  282","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-09","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  279","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-10","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  284","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-11","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  288","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-12","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  284","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-13","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-14","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  286","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-15","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  286","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-16","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  285","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-17","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  288","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-18","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  286","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-19","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-20","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  268","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-21","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  272","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-22","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  270","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-23","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  276","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-24","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  273","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-25","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  279","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-26","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  288","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-27","19.28333","166.65","7.0","WAKE ISLAND, UM WQ","  145",",,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  281","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-28","19.28333","166.65","7.0","WAKE ISLAND, UM WQ","    0",",,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  285","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-29","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  268","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-30","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-07-31","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  287","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-08-01","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  286","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-08-02","19.28333","166.65","7.0","WAKE ISLAND, UM WQ","   23",",,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  282","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-08-03","19.28333","166.65","7.0","WAKE ISLAND, UM WQ","    0",",,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  278","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-08-04","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  286","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-08-05","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  291","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-08-06","19.28333","166.65","7.0","WAKE ISLAND, UM WQ","   18",",,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  289","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-08-07","19.28333","166.65","7.0","WAKE ISLAND, UM WQ","    0",",,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  289","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-08-08","19.28333","166.65","7.0","WAKE ISLAND, UM WQ","   66",",,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  288","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-08-09","19.28333","166.65","7.0","WAKE ISLAND, UM WQ","    0",",,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  294","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-08-10","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  291","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-08-11","19.28333","166.65","7.0","WAKE ISLAND, UM WQ","   10","D,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  288","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-08-12","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  293","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-08-13","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  292","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WQW00041606","2018-08-14","19.28333","166.65","7.0","WAKE ISLAND, UM WQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  292","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
